totalprice,xiaoqu,hux,mianji,chaoxiang,zhaungxiu,,dizhi,following,alreadylooked,fabu
385万,绿城之江1号  , 2室1厅 , 89.96平米 , 南 , 精装 ,,  转塘,6人关注 , 共3次带看 , 1个月以前发布
310万,翰墨香林苑  , 3室2厅 , 137.6平米 , 南 , 其他 ,,  小和山,2人关注 , 共2次带看 , 1个月以前发布
288万,翠苑三区  , 2室2厅 , 65.7平米 , 南 北 , 精装 ,,  翠苑,24人关注 , 共5次带看 , 1个月以前发布
747万,外东山弄  , 3室2厅 , 124.51平米 , 南 北 , 其他 ,,  黄龙,2人关注 , 共1次带看 , 1个月以前发布
260万,融创瑷骊山  , 3室1厅 , 77.04平米 , 南 , 简装 ,,  转塘,12人关注 , 共2次带看 , 1个月以前发布
300万,城北商贸园  , 3室2厅 , 110平米 , 南 , 简装 ,,  申花,16人关注 , 共2次带看 , 1个月以前发布
478万,政新花园  , 3室2厅 , 85.62平米 , 东南 , 精装 ,,  文一西路,4人关注 , 共0次带看 , 1个月以前发布
450万,龙湖水晶郦城  , 4室2厅 , 119.42平米 , 南 , 毛坯 ,,  良渚,1人关注 , 共1次带看 , 1个月以前发布
900万,白荡海人家  , 4室2厅 , 170.76平米 , 南 , 精装 ,,  文教,1人关注 , 共0次带看 , 1个月以前发布
1260万,西溪诚园守纯苑  , 3室2厅 , 166.24平米 , 南 北 , 精装 ,,  西溪,1人关注 , 共0次带看 , 1个月以前发布
740万,新金都城市花园  , 3室2厅 , 125.39平米 , 南 北 , 精装 ,,  文一西路,3人关注 , 共0次带看 , 1个月以前发布
380万,南都花园二区  , 2室2厅 , 76.21平米 , 南 , 精装 ,,  文一西路,5人关注 , 共0次带看 , 1个月以前发布
480万,学院路99号  , 3室2厅 , 120.96平米 , 南 北 , 简装 ,,  翠苑,4人关注 , 共0次带看 , 1个月以前发布
970万,枫华府第  , 4室2厅 , 176.53平米 , 南 , 其他 ,,  翠苑,1人关注 , 共1次带看 , 1个月以前发布
420万,宝嘉誉府  , 3室2厅 , 106.42平米 , 南 北 , 其他,,  申花,1人关注 , 共0次带看 , 31天以前发布
400万,里东山弄  , 3室1厅 , 60.22平米 , 南 , 简装 ,,  黄龙,2人关注 , 共0次带看 , 30天以前发布
355万,信鸿花园北区  , 3室2厅 , 115.2平米 , 南 , 其他 ,,  三墩,3人关注 , 共0次带看 , 29天以前发布
328万,金地自在城  , 3室1厅 , 88.53平米 , 南 , 精装 ,,  三墩,9人关注 , 共0次带看 , 28天以前发布
970万,兰庭国际  , 3室2厅 , 155.54平米 , 南 , 其他 ,,  文教,2人关注 , 共0次带看 , 27天以前发布
350万,嘉绿景苑东园  , 2室2厅 , 93平米 , 南 , 简装 ,,  文三西路,3人关注 , 共0次带看 , 19天以前发布
1000万,枫华府第  , 3室1厅 , 176平米 , 南 北 , 其他 ,,  翠苑,0人关注 , 共0次带看 , 18天以前发布
86万,云溪印象  , 1室0厅 , 41平米 , 北 , 精装 ,,  转塘,52人关注 , 共0次带看 , 10个月以前发布
210万,翠苑三区  , 2室1厅 , 41.07平米 , 南 , 简装 ,,  翠苑,21人关注 , 共0次带看 , 一年前发布
398万,高教新村  , 2室1厅 , 75平米 , 南 , 精装 ,,  文一西路,46人关注 , 共2次带看 , 一年前发布
220万,翠苑四区  , 2室1厅 , 48.86平米 , 南 , 简装 ,,  翠苑,31人关注 , 共0次带看 , 一年前发布
180万,西溪路536号  , 2室1厅 , 46.1平米 , 南 , 简装 ,,  古荡,60人关注 , 共0次带看 , 11个月以前发布
180万,翠苑三区  , 1室1厅 , 41.13平米 , 南 , 毛坯 ,,  翠苑,8人关注 , 共0次带看 , 10个月以前发布
350万,西湖区教师公寓  , 2室2厅 , 68平米 , 南 , 简装 ,,  翠苑,12人关注 , 共0次带看 , 9个月以前发布
206万,古荡新村西区  , 2室1厅 , 48.37平米 , 南 , 简装 ,,  古荡,24人关注 , 共0次带看 , 7个月以前发布
207万,朗郡庭园  , 1室1厅 , 51.64平米 , 南 , 简装 ,,  转塘,9人关注 , 共0次带看 , 7个月以前发布
255万,润达花园  , 2室2厅 , 76.02平米 , 南 , 精装 ,,  三墩,16人关注 , 共0次带看 , 7个月以前发布
215万,康乐新村  , 2室1厅 , 47.1平米 , 南 北 , 简装 ,,  文三西路,8人关注 , 共0次带看 , 6个月以前发布
530万,广宇西城美墅  , 2室2厅 , 85平米 , 南 , 精装 ,,  申花,22人关注 , 共0次带看 , 6个月以前发布
500万,马塍路30号  , 2室2厅 , 53.62平米 , 南 北 , 精装 ,,  学军,2人关注 , 共0次带看 , 6个月以前发布
650万,曙光公寓  , 2室2厅 , 91.82平米 , 南 北 , 简装,,  黄龙,3人关注 , 共1次带看 , 6个月以前发布
760万,耀江文鼎苑  , 2室1厅 , 105.59平米 , 南 北 , 精装 ,,  申花,13人关注 , 共0次带看 , 5个月以前发布
680万,梧桐公寓  , 2室2厅 , 123.49平米 , 南 , 毛坯 ,,  文教,6人关注 , 共0次带看 , 5个月以前发布
243万,山涧苑  , 2室1厅 , 57.43平米 , 南 , 简装,,  转塘,7人关注 , 共0次带看 , 5个月以前发布
380万,中兴公寓  , 2室2厅 , 88.19平米 , 南 , 精装 ,,  文三西路,6人关注 , 共0次带看 , 5个月以前发布
260万,西溪路22-97号  , 2室1厅 , 41.21平米 , 南 , 简装 ,,  黄龙,16人关注 , 共0次带看 , 5个月以前发布
360万,建工新村  , 2室1厅 , 55.04平米 , 南 北 , 精装 ,,  学军,6人关注 , 共0次带看 , 5个月以前发布
230万,古荡新村西区  , 2室1厅 , 55.85平米 , 南 , 简装 ,,  古荡,6人关注 , 共0次带看 , 4个月以前发布
320万,上郡  , 1室2厅 , 64.95平米 , 南 , 精装 ,,  申花,5人关注 , 共1次带看 , 4个月以前发布
280万,美都新村  , 2室2厅 , 67.66平米 , 南 , 简装 ,,  文三西路,14人关注 , 共0次带看 , 4个月以前发布
300万,华远大厦  , 2室1厅 , 87.7平米 , 南 , 简装 ,,  古荡,15人关注 , 共0次带看 , 4个月以前发布
290万,中兴公寓  , 2室1厅 , 65.05平米 , 南 北 , 简装 ,,  文三西路,4人关注 , 共0次带看 , 4个月以前发布
190万,金欣公寓  , 1室1厅 , 45.82平米 , 南 , 其他 ,,  文三西路,1人关注 , 共1次带看 , 4个月以前发布
310万,南都花园二区  , 2室1厅 , 61.99平米 , 南 北 , 简装 ,,  文一西路,4人关注 , 共1次带看 , 4个月以前发布
300万,上郡  , 1室2厅 , 64.85平米 , 南 , 精装 ,,  申花,24人关注 , 共0次带看 , 4个月以前发布
480万,马塍路28号  , 2室1厅 , 49.32平米 , 南 , 简装 ,,  学军,6人关注 , 共0次带看 , 4个月以前发布
376万,沁雅花园  , 2室2厅 , 94.21平米 , 南 , 简装 ,,  文三西路,13人关注 , 共1次带看 , 3个月以前发布
640万,耀江文鼎苑  , 2室2厅 , 87.91平米 , 南 北 , 简装 ,,  申花,6人关注 , 共0次带看 , 3个月以前发布
335万,融创瑷骊山  , 2室1厅 , 83.22平米 , 南 北 , 精装 ,,  转塘,3人关注 , 共0次带看 , 3个月以前发布
265万,古荡新村西区  , 2室2厅 , 62.98平米 , 南 , 精装 ,,  古荡,21人关注 , 共0次带看 , 3个月以前发布
290万,庆丰新村  , 2室1厅 , 49.6平米 , 南 北 , 简装 ,,  黄龙,1人关注 , 共0次带看 , 3个月以前发布
230万,九莲新村  , 2室1厅 , 60.14平米 , 南 , 简装 ,,  九莲,14人关注 , 共0次带看 , 3个月以前发布
400万,华门自由21世纪  , 2室1厅 , 81.5平米 , 南 , 简装 ,,  文教,1人关注 , 共0次带看 , 3个月以前发布
430万,金祝新村  , 3室1厅 , 72.07平米 , 南 , 简装 ,,  黄龙,5人关注 , 共0次带看 , 3个月以前发布
520万,求智巷  , 2室1厅 , 59.86平米 , 南 , 简装 ,,  学军,2人关注 , 共0次带看 , 3个月以前发布
385万,曙光新村  , 2室1厅 , 51.47平米 , 南 北 , 其他 ,,  黄龙,3人关注 , 共0次带看 , 3个月以前发布
430万,曙光新村  , 2室1厅 , 71.38平米 , 南 北 , 简装 ,,  黄龙,13人关注 , 共2次带看 , 3个月以前发布
175万,融创瑷骊山  , 1室1厅 , 37.45平米 , 南 , 精装 ,,  转塘,9人关注 , 共0次带看 , 2个月以前发布
245万,金地自在城  , 1室1厅 , 65.79平米 , 南 , 精装 ,,  三墩,54人关注 , 共1次带看 , 2个月以前发布
330万,中海紫藤苑  , 2室2厅 , 88.96平米 , 南 , 其他 ,,  三墩,7人关注 , 共0次带看 , 2个月以前发布
518万,金色蓝庭  , 2室1厅 , 87.93平米 , 南 , 精装 ,,  嘉绿,3人关注 , 共0次带看 , 2个月以前发布
290万,翠苑五区  , 2室2厅 , 79.26平米 , 南 北 , 简装 ,,  翠苑,20人关注 , 共0次带看 , 2个月以前发布
370万,三墩颐景园  , 2室2厅 , 102平米 , 南 , 其他 ,,  三墩,0人关注 , 共0次带看 , 1个月以前发布
800万,圣苑小区  , 3室2厅 , 127.75平米 , 南 , 精装 ,,  申花,10人关注 , 共3次带看 , 9个月以前发布
348万,首开国风美域  , 3室2厅 , 87.41平米 , 南 , 精装,,  申花,75人关注 , 共5次带看 , 6个月以前发布
285万,东日晴好  , 2室2厅 , 89.34平米 , 南 , 精装 ,,  转塘,13人关注 , 共8次带看 , 4个月以前发布
858万,新金都城市花园  , 4室3厅 , 184.23平米 , 南 , 其他 ,,  文一西路,4人关注 , 共0次带看 , 4个月以前发布
1500万,西溪诚园知敬苑  , 4室1厅 , 198.46平米 , 南 北 , 其他 ,,  西溪,5人关注 , 共0次带看 , 3个月以前发布
1200万,金都城市芯宇  , 3室2厅 , 213.78平米 , 南 , 其他 ,,  文教,2人关注 , 共0次带看 , 3个月以前发布
249万,枫华府第  , 1室1厅 , 48.3平米 , 南 , 精装 ,,  翠苑,8人关注 , 共1次带看 , 3个月以前发布
445万,万科坤和玉泉  , 3室2厅 , 89.72平米 , 南 北 , 精装,,  西溪,7人关注 , 共5次带看 , 3个月以前发布
140万,梦湖山庄  , 1室1厅 , 49.69平米 , 南 , 简装 ,,  之江,16人关注 , 共0次带看 , 2个月以前发布
1380万,阳光花园   , 独栋别墅 , 8室2厅 , 251.92平米 , 南 北 , 无电梯,  文三西路,6人关注 , 共0次带看 , 2个月以前发布
1020万,嘉南公寓瀑水居  , 4室3厅 , 185.63平米 , 南 , 其他 ,,  文一西路,1人关注 , 共0次带看 , 1个月以前发布
410万,香樟公寓  , 3室2厅 , 94.86平米 , 南 , 简装 ,,  文三西路,1人关注 , 共0次带看 , 1个月以前发布
328万,美都新村  , 2室1厅 , 82.13平米 , 南 北 , 简装 ,,  文三西路,0人关注 , 共0次带看 , 28天以前发布
325万,宝嘉誉府  , 3室2厅 , 89.03平米 , 南 , 毛坯,,  申花,3人关注 , 共0次带看 , 16天以前发布
350万,星洲花园单身公寓  , 1室0厅 , 53平米 , 南 , 简装 ,,  文一西路,6人关注 , 共1次带看 , 7个月以前发布
185万,古荡新村东区  , 2室1厅 , 50.99平米 , 南 , 毛坯 ,,  古荡,40人关注 , 共12次带看 , 6个月以前发布
130万,翠苑一区  , 1室1厅 , 29平米 , 南 , 其他 ,,  翠苑,53人关注 , 共3次带看 , 5个月以前发布
190万,都市阳光嘉苑  , 2室1厅 , 61.62平米 , 南 , 其他 ,,  良渚,1人关注 , 共7次带看 , 3个月以前发布
170万,墩莳家园  , 2室2厅 , 62平米 , 南 , 其他 ,,  良渚,41人关注 , 共14次带看 , 3个月以前发布
275万,龙湖水晶郦城  , 3室2厅 , 89平米 , 南 , 毛坯 ,,  良渚,7人关注 , 共7次带看 , 3个月以前发布
370万,松木场河东  , 2室1厅 , 61.22平米 , 南 , 简装 ,,  黄龙,5人关注 , 共1次带看 , 2个月以前发布
290万,南都花园二区  , 2室2厅 , 61.99平米 , 南 , 简装 ,,  文一西路,7人关注 , 共9次带看 , 1个月以前发布
390万,求是村  , 2室1厅 , 58.59平米 , 南 , 其他 ,,  黄龙,3人关注 , 共10次带看 , 1个月以前发布
160万,紫金庭园  , 2室1厅 , 65.55平米 , 南 北 , 简装 ,,  文三西路,6人关注 , 共0次带看 , 2个月以前发布
229万,西鉴枫景  , 1室1厅 , 50.72平米 , 北 , 简装 ,,  文三西路,42人关注 , 共1次带看 , 一年前发布
450万,石灰桥新村  , 2室1厅 , 62.21平米 , 南 北 , 简装 ,,  文教,8人关注 , 共0次带看 , 10个月以前发布
300万,古荡新村西区  , 2室1厅 , 60.83平米 , 东 南 西 , 精装 ,,  古荡,2人关注 , 共0次带看 , 10个月以前发布
290万,玉古路167.171号  , 1室1厅 , 43.5平米 , 南 , 简装 ,,  黄龙,10人关注 , 共3次带看 , 9个月以前发布
295万,翠苑三区  , 3室1厅 , 75.1平米 , 南 , 精装 ,,  翠苑,38人关注 , 共0次带看 , 8个月以前发布
305万,人和家园  , 3室2厅 , 139.72平米 , 南 , 精装 ,,  留下,30人关注 , 共1次带看 , 7个月以前发布
280万,铁路新村  , 2室1厅 , 51.45平米 , 南 , 简装 ,,  黄龙,16人关注 , 共0次带看 , 7个月以前发布
330万,中兴公寓  , 2室2厅 , 71.2平米 , 南 , 其他 ,,  文三西路,2人关注 , 共0次带看 , 6个月以前发布
275万,学院路59号  , 2室1厅 , 64.99平米 , 南 西 , 精装,,  古荡,13人关注 , 共0次带看 , 6个月以前发布
630万,金都城市芯宇  , 3室1厅 , 89.27平米 , 南 北 , 其他 ,,  文教,4人关注 , 共0次带看 , 6个月以前发布
180万,九莲新村  , 1室1厅 , 39.33平米 , 南 , 精装 ,,  九莲,21人关注 , 共0次带看 , 6个月以前发布
230万,西鉴枫景  , 1室1厅 , 50平米 , 北 , 精装 ,,  文三西路,24人关注 , 共1次带看 , 5个月以前发布
600万,坤和和家园  , 3室1厅 , 142平米 , 南 , 精装 ,,  西溪,4人关注 , 共0次带看 , 5个月以前发布
600万,黄龙雅苑  , 2室1厅 , 85.5平米 , 南 , 精装 ,,  黄龙,14人关注 , 共0次带看 , 5个月以前发布
358万,曲荷巷18号  , 2室1厅 , 82.88平米 , 南 北 , 简装 ,,  古荡,5人关注 , 共0次带看 , 5个月以前发布
226万,翠苑四区  , 2室1厅 , 51.92平米 , 南 , 简装 ,,  翠苑,10人关注 , 共1次带看 , 5个月以前发布
182万,翠苑三区  , 1室1厅 , 42平米 , 南 , 简装 ,,  翠苑,5人关注 , 共0次带看 , 5个月以前发布
450万,西溪路403号  , 2室1厅 , 71.37平米 , 南 北 , 精装 ,,  黄龙,1人关注 , 共0次带看 , 5个月以前发布
328万,华星路97号院  , 2室2厅 , 77.58平米 , 南 , 精装 ,,  翠苑,12人关注 , 共0次带看 , 5个月以前发布
320万,文三西路418号  , 2室2厅 , 84平米 , 南 , 简装,,  文三西路,0人关注 , 共0次带看 , 5个月以前发布
325万,保俶路170号  , 2室1厅 , 62.35平米 , 西 , 其他,,  黄龙,8人关注 , 共0次带看 , 4个月以前发布
253万,翠苑三区  , 2室1厅 , 54.54平米 , 南 , 精装 ,,  翠苑,12人关注 , 共0次带看 , 4个月以前发布
240万,翠苑一区  , 2室1厅 , 47.09平米 , 南 , 简装 ,,  翠苑,0人关注 , 共0次带看 , 4个月以前发布
438万,华苑公寓  , 2室2厅 , 78.69平米 , 南 , 其他 ,,  文一西路,3人关注 , 共0次带看 , 4个月以前发布
528万,广宇西城年华  , 2室2厅 , 99.51平米 , 东南 南 , 简装 ,,  申花,2人关注 , 共0次带看 , 4个月以前发布
210万,朗郡庭园  , 1室1厅 , 51.64平米 , 南 , 简装 ,,  转塘,1人关注 , 共0次带看 , 4个月以前发布
408万,保俶花园  , 2室1厅 , 64.7平米 , 南 , 简装 ,,  文教,3人关注 , 共0次带看 , 4个月以前发布
330万,保俶路170号  , 1室1厅 , 47.44平米 , 南 , 精装,,  黄龙,5人关注 , 共0次带看 , 4个月以前发布
180万,之江路42号  , 2室1厅 , 51.08平米 , 南 , 其他,,  之江,14人关注 , 共0次带看 , 4个月以前发布
330万,星洲花园单身公寓  , 2室1厅 , 55.28平米 , 南 , 精装 ,,  文一西路,7人关注 , 共0次带看 , 4个月以前发布
400万,三墩颐景园  , 3室2厅 , 119平米 , 南 , 简装 ,,  三墩,9人关注 , 共0次带看 , 4个月以前发布
210万,都市阳光和苑  , 2室2厅 , 62平米 , 南 北 , 精装 ,,  良渚,9人关注 , 共0次带看 , 4个月以前发布
500万,广宇西城年华  , 2室1厅 , 99.56平米 , 南 , 精装 ,,  申花,2人关注 , 共0次带看 , 4个月以前发布
660万,西溪河东  , 2室1厅 , 77.67平米 , 南 北 , 简装 ,,  学军,2人关注 , 共0次带看 , 3个月以前发布
315万,西溪路22-97号  , 2室1厅 , 54.05平米 , 南 , 简装 ,,  黄龙,3人关注 , 共0次带看 , 3个月以前发布
310万,金地自在城  , 2室2厅 , 76.68平米 , 南 , 精装 ,,  三墩,15人关注 , 共0次带看 , 3个月以前发布
430万,邮电新村  , 3室1厅 , 67.01平米 , 南 北 , 简装 ,,  学军,6人关注 , 共0次带看 , 3个月以前发布
563万,溪畔花园  , 2室2厅 , 97.17平米 , 南 , 其他 ,,  文教,2人关注 , 共0次带看 , 3个月以前发布
300万,世纪新城东区  , 1室1厅 , 53.55平米 , 南 , 精装 ,,  嘉绿,13人关注 , 共0次带看 , 3个月以前发布
350万,中兴公寓  , 2室2厅 , 85.26平米 , 南 , 简装 ,,  文三西路,1人关注 , 共0次带看 , 3个月以前发布
360万,金成花园  , 2室2厅 , 72.16平米 , 南 , 精装 ,,  文一西路,6人关注 , 共0次带看 , 3个月以前发布
400万,之江九里  , 2室1厅 , 89.61平米 , 南 , 精装 ,,  之江,0人关注 , 共0次带看 , 3个月以前发布
320万,欣园居  , 2室2厅 , 80.63平米 , 南 , 简装 ,,  九莲,2人关注 , 共0次带看 , 3个月以前发布
480万,广宇西城美墅  , 2室2厅 , 85平米 , 南 , 其他 ,,  申花,0人关注 , 共0次带看 , 3个月以前发布
223万,金穗公寓  , 2室2厅 , 78.26平米 , 南 , 其他 ,,  三墩,19人关注 , 共0次带看 , 3个月以前发布
248万,翠苑二区  , 2室1厅 , 54.59平米 , 南 , 简装 ,,  翠苑,3人关注 , 共0次带看 , 3个月以前发布
320万,梧桐燕庐  , 2室1厅 , 90平米 , 南 , 其他 ,,  转塘,9人关注 , 共0次带看 , 3个月以前发布
210万,乾成园  , 2室1厅 , 62.61平米 , 南 , 其他 ,,  三墩,3人关注 , 共0次带看 , 2个月以前发布
210万,西溪路536号  , 2室1厅 , 47.99平米 , 南 , 其他 ,,  古荡,9人关注 , 共0次带看 , 2个月以前发布
450万,文二路37号  , 2室1厅 , 56.81平米 , 南 , 精装 ,,  学军,9人关注 , 共0次带看 , 2个月以前发布
520万,广宇西城美墅  , 2室2厅 , 84.91平米 , 南 , 精装 ,,  申花,0人关注 , 共0次带看 , 2个月以前发布
215万,翠苑一区  , 2室1厅 , 49.69平米 , 南 北 , 简装 ,,  翠苑,13人关注 , 共0次带看 , 2个月以前发布
275万,信鸿花园北区  , 2室2厅 , 80.59平米 , 南 北 , 简装 ,,  三墩,1人关注 , 共0次带看 , 2个月以前发布
476万,广宇西城年华  , 2室2厅 , 84.19平米 , 南 西 , 精装 ,,  申花,4人关注 , 共0次带看 , 2个月以前发布
220万,瑞祺大厦  , 1室1厅 , 37.62平米 , 北 , 其他 ,,  文教,4人关注 , 共3次带看 , 2个月以前发布
440万,金成花园  , 2室2厅 , 87平米 , 南 , 精装 ,,  文一西路,7人关注 , 共1次带看 , 2个月以前发布
450万,白马尊邸  , 3室2厅 , 124.04平米 , 南 , 精装 ,,  三墩,1人关注 , 共0次带看 , 2个月以前发布
238万,翠苑一区  , 2室1厅 , 50.95平米 , 南 北 , 简装 ,,  翠苑,6人关注 , 共0次带看 , 2个月以前发布
315万,绿城之江1号  , 2室1厅 , 79.78平米 , 南 , 其他 ,,  转塘,1人关注 , 共0次带看 , 2个月以前发布
232万,翠苑一区  , 2室1厅 , 50.8平米 , 南 , 其他 ,,  翠苑,2人关注 , 共0次带看 , 2个月以前发布
500万,嘉绿西苑  , 2室2厅 , 99.11平米 , 南 , 其他 ,,  嘉绿,1人关注 , 共0次带看 , 2个月以前发布
396万,天苑花园  , 3室2厅 , 124.65平米 , 北 东北 , 简装 ,,  翠苑,2人关注 , 共0次带看 , 2个月以前发布
330万,中海定山府  , 3室1厅 , 86.52平米 , 南 , 简装 ,,  转塘,1人关注 , 共0次带看 , 2个月以前发布
270万,西溪路505号  , 2室2厅 , 67.48平米 , 南 , 简装,,  古荡,9人关注 , 共0次带看 , 1个月以前发布
447万,嘉绿名苑  , 2室1厅 , 81平米 , 南 , 精装 ,,  嘉绿,1人关注 , 共0次带看 , 1个月以前发布
486万,嘉绿名苑  , 2室2厅 , 97.93平米 , 南 , 简装 ,,  嘉绿,4人关注 , 共0次带看 , 1个月以前发布
360万,中海紫藤苑  , 2室2厅 , 87.8平米 , 南 北 , 精装 ,,  三墩,0人关注 , 共0次带看 , 1个月以前发布
305万,金成花园  , 2室2厅 , 55.89平米 , 南 , 简装 ,,  文一西路,2人关注 , 共0次带看 , 1个月以前发布
395万,文三路103号  , 2室1厅 , 49.15平米 , 南 , 其他 ,,  文三,4人关注 , 共0次带看 , 1个月以前发布
610万,西溪诚园致诚苑  , 3室1厅 , 89平米 , 南 北 , 精装 ,,  西溪,9人关注 , 共0次带看 , 1个月以前发布
210万,都市阳光嘉苑  , 2室2厅 , 62.33平米 , 南 北 , 其他 ,,  良渚,0人关注 , 共0次带看 , 1个月以前发布
650万,耀江文鼎苑  , 2室2厅 , 87.71平米 , 南 , 精装 ,,  申花,5人关注 , 共0次带看 , 1个月以前发布
470万,学院路222号  , 2室1厅 , 73.4平米 , 西 , 其他 ,,  文教,3人关注 , 共0次带看 , 27天以前发布
330万,华远大厦  , 2室1厅 , 84.7平米 , 南 , 简装 ,,  古荡,0人关注 , 共0次带看 , 27天以前发布
235万,翠苑四区  , 2室1厅 , 53.05平米 , 南 , 简装 ,,  翠苑,1人关注 , 共0次带看 , 22天以前发布
100万,马也美上  , 1室0厅 , 50平米 , 南 , 其他 ,,  转塘,3人关注 , 共0次带看 , 22天以前发布
135万,人和家园  , 1室1厅 , 46.24平米 , 南 , 其他 ,,  留下,16人关注 , 共0次带看 , 15天以前发布
390万,府新花园东区  , 2室2厅 , 82.13平米 , 南 , 简装 ,,  文三西路,0人关注 , 共1次带看 , 4个月以前发布
495万,嘉绿北苑  , 3室2厅 , 95.53平米 , 南 , 精装 ,,  嘉绿,3人关注 , 共3次带看 , 3个月以前发布
750万,西溪蝶园二期  , 3室2厅 , 136.95平米 , 南 北 , 精装 ,,  西溪,17人关注 , 共1次带看 , 3个月以前发布
446万,和苑小区  , 3室2厅 , 96.72平米 , 南 , 精装 ,,  申花,8人关注 , 共3次带看 , 3个月以前发布
730万,金祝花园  , 3室2厅 , 119.8平米 , 南 , 简装 ,,  黄龙,4人关注 , 共4次带看 , 2个月以前发布
285万,桃源春居  , 2室2厅 , 76.73平米 , 南 北 , 简装 ,,  嘉绿,44人关注 , 共4次带看 , 2个月以前发布
153万,翠苑一区  , 1室1厅 , 32平米 , 南 , 简装 ,,  翠苑,60人关注 , 共1次带看 , 10个月以前发布
230万,古荡新村西区  , 2室1厅 , 65.24平米 , 东南 , 毛坯 ,,  古荡,63人关注 , 共3次带看 , 10个月以前发布
370万,嘉绿名苑  , 2室2厅 , 75平米 , 南 , 简装 ,,  嘉绿,28人关注 , 共2次带看 , 9个月以前发布
518万,万科坤和玉泉  , 3室2厅 , 114.18平米 , 南 北 , 精装,,  西溪,57人关注 , 共0次带看 , 8个月以前发布
480万,万科西庐  , 3室1厅 , 89平米 , 东 , 精装 ,,  西溪,19人关注 , 共8次带看 , 8个月以前发布
510万,融创河滨之城  , 3室2厅 , 89平米 , 南 , 精装,,  西溪,2人关注 , 共8次带看 , 4个月以前发布
620万,万科坤和玉泉  , 4室1厅 , 131平米 , 南 , 精装,,  西溪,31人关注 , 共0次带看 , 4个月以前发布
445万,绿城兰桂花园  , 2室2厅 , 80.56平米 , 南 , 精装 ,,  文一西路,70人关注 , 共14次带看 , 3个月以前发布
390万,嘉绿西苑  , 2室1厅 , 80.87平米 , 南 , 其他 ,,  嘉绿,14人关注 , 共13次带看 , 1个月以前发布
398万,坤和西溪里  , 2室1厅 , 87.03平米 , 南 北 , 精装 ,,  西溪,14人关注 , 共11次带看 , 1个月以前发布
230万,润达花园  , 2室2厅 , 68平米 , 南 , 其他 ,,  三墩,11人关注 , 共8次带看 , 1个月以前发布
205万,翠苑一区  , 1室1厅 , 43.69平米 , 南 , 毛坯 ,,  翠苑,1人关注 , 共2次带看 , 7个月以前发布
300万,中天之江诚品  , 2室2厅 , 76.75平米 , 南 , 毛坯 ,,  转塘,11人关注 , 共2次带看 , 4个月以前发布
360万,金祝新村  , 2室1厅 , 58.16平米 , 南 , 简装 ,,  黄龙,1人关注 , 共1次带看 , 3个月以前发布
700万,政苑小区  , 3室2厅 , 140.85平米 , 南 , 其他 ,,  申花,1人关注 , 共0次带看 , 3个月以前发布
280万,泊林漫谷  , 3室2厅 , 134平米 , 南 , 其他 ,,  小和山,5人关注 , 共1次带看 , 2个月以前发布
296万,梧桐燕庐  , 2室1厅 , 86.69平米 , 南 , 简装 ,,  转塘,4人关注 , 共3次带看 , 1个月以前发布
175万,都市阳光和苑  , 2室1厅 , 62.14平米 , 南 , 精装,,  良渚,45人关注 , 共9次带看 , 1个月以前发布
499万,星洲花园万黛兰居  , 2室1厅 , 77.44平米 , 南 北 , 其他 ,,  文一西路,8人关注 , 共2次带看 , 1个月以前发布
265万,翠苑五区  , 2室1厅 , 65.32平米 , 东南 , 精装 ,,  翠苑,14人关注 , 共3次带看 , 1个月以前发布
350万,嘉绿名苑  , 2室1厅 , 59.98平米 , 东南 南 北 , 精装 ,,  嘉绿,9人关注 , 共2次带看 , 1个月以前发布
215万,翠苑三区  , 2室1厅 , 53.45平米 , 南 , 其他 ,,  翠苑,9人关注 , 共3次带看 , 26天以前发布
100万,复地黄龙和山  , 1室1厅 , 47.11平米 , 北 , 简装 ,,  西溪,1人关注 , 共0次带看 , 25天以前发布
95万,云溪印象  , 1室1厅 , 45.11平米 , 南 , 精装 ,,  转塘,4人关注 , 共0次带看 , 4个月以前发布
100万,五洲国际广场  , 1室1厅 , 34.16平米 , 南 , 精装 ,,  申花,18人关注 , 共0次带看 , 3个月以前发布
140万,同人精华  , 1室1厅 , 51平米 , 西 , 简装 ,,  申花,0人关注 , 共0次带看 , 1个月以前发布
406万,金都城市芯宇  , 1室1厅 , 52.19平米 , 东 南 北 , 精装 ,,  文教,62人关注 , 共0次带看 , 一年前发布
359万,今日嘉园  , 1室1厅 , 51.4平米 , 南 , 精装 ,,  文教,18人关注 , 共4次带看 , 一年前发布
245万,世纪新城东区  , 1室1厅 , 50.81平米 , 西北 , 简装 ,,  嘉绿,41人关注 , 共1次带看 , 9个月以前发布
285万,广宇西城年华  , 2室1厅 , 57平米 , 西北 , 简装 ,,  申花,44人关注 , 共1次带看 , 8个月以前发布
240万,枫华府第  , 1室0厅 , 48.3平米 , 南 , 精装 ,,  翠苑,20人关注 , 共0次带看 , 6个月以前发布
160万,金地自在城  , 1室1厅 , 36.94平米 , 南 , 精装 ,,  三墩,25人关注 , 共2次带看 , 4个月以前发布
600万,金地自在城  , 4室2厅 , 149.76平米 , 南 , 精装 ,,  三墩,10人关注 , 共0次带看 , 5个月以前发布
200万,西溪锋尚苑  , 3室1厅 , 75.09平米 , 北 , 简装 ,,  文三西路,37人关注 , 共0次带看 , 5个月以前发布
